SONG_ID,SONG_TITLE,ST_ID,PRIORITY,ST_TAG_ID,TYPE_ID,TAG_NAME,CDATE
31935655,끝,456375,1,5759,12,슬픔,2022-03-31 14:31:33
31936909,Fuck It Up (Feat. Kash Doll),456141,6,5762,12,불안,2022-03-31 14:31:33
31943374,RED-SUN (021),470388,7,5766,12,신남,2022-03-31 14:31:33
31949140,초월 (Feat. C JAMM),467742,14,5766,12,신남,2022-03-31 14:31:33
31953518,시소 (SEESAW),455995,1,5759,12,슬픔,2022-03-31 14:31:33
31954158,The Way We Were,456427,20,5762,12,불안,2022-03-31 14:31:33
31955739,ICY,459133,8,5330,2,행복해요,2021-06-08 12:07:54
31959868,너답기기안 (너의 답장을 기다리다가 기분이 안좋아졌어),493585,8,5322,2,화나요,2021-06-08 12:07:54
31967064,기억해줘요 내 모든 날과 그때를,456401,11,5759,12,슬픔,2022-03-31 14:31:33
31967760,MISSING,470388,13,5766,12,신남,2022-03-31 14:31:33
31969182,BUNGEE (Fall in Love),459133,23,5330,2,행복해요,2021-06-08 12:07:54
31984204,안녕,466884,59,5711,2,편안해요,2022-03-17 14:48:33
31999165,어서와,455995,10,5759,12,슬픔,2022-03-31 14:31:33
31999212,yeah yeah,468779,10,5766,12,신남,2022-03-31 14:31:33
32003395,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,455052,1,5711,2,편안해요,2022-03-17 14:48:33
32021723,안녕,488903,11,5322,2,화나요,2021-06-08 12:07:54
32031043,가을밤 떠난 너,456333,20,5759,12,슬픔,2022-03-31 14:31:33
32035264,현실탈환작전 (現実奪還作戦),456091,2,5762,12,불안,2022-03-31 14:31:33
32035384,Dear My,456440,14,5759,12,슬픔,2022-03-31 14:31:33
32035983,Pick up your phone (Feat. MOON),456109,19,5762,12,불안,2022-03-31 14:31:33
32035987,"Counting (Feat. Kid Milli, The Quiett)",460784,16,5766,12,신남,2022-03-31 14:31:33
32042582,너의 바다 (Feat. 김호연),470312,13,5711,2,편안해요,2022-03-17 14:48:33
32043720,247,455966,19,5762,12,불안,2022-03-31 14:31:33
32052433,시계 바늘,470312,8,5711,2,편안해요,2022-03-17 14:48:33
32057402,XXX,468779,1,5766,12,신남,2022-03-31 14:31:33
32058950,Summer Snack (Feat. The Quiett) (Prod. GXXD),456143,9,5762,12,불안,2022-03-31 14:31:33
32059630,조금 취했어 (Prod. 2soo),466884,30,5711,2,편안해요,2022-03-17 14:48:33
32060124,하루아침,159735,12,5322,2,화나요,2021-06-08 12:07:54
32061973,뱃노래,489238,5,5322,2,화나요,2021-06-08 12:07:54
32069162,급SICK (Prod. Grene Man),456091,11,5762,12,불안,2022-03-31 14:31:33
32080223,이별행동,466884,81,5711,2,편안해요,2022-03-17 14:48:33
32082258,빛이 되어줄게,456107,1,5759,12,슬픔,2022-03-31 14:31:33
32085144,있어줘요,488851,2,5322,2,화나요,2021-06-08 12:07:54
32093871,RENDEZ-VOUS,488903,5,5322,2,화나요,2021-06-08 12:07:54
32096708,Lonely Child,455981,12,5762,12,불안,2022-03-31 14:31:33
32098315,고단한 내 하루 끝에,493585,3,5322,2,화나요,2021-06-08 12:07:54
32104207,게임,455284,2,5330,2,행복해요,2021-06-08 12:07:54
32109352,잊지 말아요,466884,38,5711,2,편안해요,2022-03-17 14:48:33
32128635,…사랑했잖아…,466884,39,5711,2,편안해요,2022-03-17 14:48:33
32130404,Gravity,456107,20,5759,12,슬픔,2022-03-31 14:31:33
32130782,Holiday,468779,11,5766,12,신남,2022-03-31 14:31:33
32137576,Don't Start Now,454777,15,5330,2,행복해요,2021-06-08 12:07:54
32141930,another level (Feat. 페노메코),455981,10,5762,12,불안,2022-03-31 14:31:33
32141932,Dystopia,456091,1,5762,12,불안,2022-03-31 14:31:33
32142776,기억의 풍경 위에 그대가 서 있다,456030,13,5759,12,슬픔,2022-03-31 14:31:33
32143735,오늘도 빛나는 너에게 (Lullaby Ver.) (Feat. 이라온),466008,5,5711,2,편안해요,2022-03-17 14:48:33
32146140,처음아침,456030,20,5759,12,슬픔,2022-03-31 14:31:33
32147306,Now or Never (feat. Jonas Blue),455966,3,5762,12,불안,2022-03-31 14:31:33
32153604,멀어진 이유,488903,3,5322,2,화나요,2021-06-08 12:07:54
32156128,모르는 게 많았어요 (Demo),456333,10,5759,12,슬픔,2022-03-31 14:31:33
32156286,늦은 밤 너의 집 앞 골목길에서,466884,109,5711,2,편안해요,2022-03-17 14:48:33
32158732,왕좌의 게임,455284,8,5330,2,행복해요,2021-06-08 12:07:54
32159598,이혼서류,463855,24,5330,2,행복해요,2021-06-08 12:07:54
32159975,Free My Skin,456422,5,5711,2,편안해요,2022-03-17 14:48:33
32173709,REMEMBER,456143,6,5762,12,불안,2022-03-31 14:31:33
32174795,Ayy Macarena,455981,19,5762,12,불안,2022-03-31 14:31:33
32182825,4EVER (Feat. YUZION),456133,7,5762,12,불안,2022-03-31 14:31:33
32183384,unlucky,466008,14,5711,2,편안해요,2022-03-17 14:48:33
32183386,Blueming,456828,3,5711,2,편안해요,2022-03-17 14:48:33
32186111,퇴근,487508,8,5322,2,화나요,2021-06-08 12:07:54
32193722,"시발점 Remix (Feat. 버벌진트, Beenzino)",456133,8,5762,12,불안,2022-03-31 14:31:33
32210695,Osshun Waves,456143,12,5762,12,불안,2022-03-31 14:31:33
32219465,멈출 수 없는 게임,455284,17,5711,2,편안해요,2022-03-17 14:48:33
32224166,너의 번호를 누르고 (Prod. 영화처럼),466884,16,5711,2,편안해요,2022-03-17 14:48:33
32224280,REMEDY (Feat. 청하 (CHUNG HA)),456141,2,5762,12,불안,2022-03-31 14:31:33
32225055,잘 살고 있다,466884,21,5711,2,편안해요,2022-03-17 14:48:33
32226461,"거지 (Feat. YUNHWAY, Jhnovr, JUSTHIS)",487508,13,5322,2,화나요,2021-06-08 12:07:54
32227738,울어줘 (Feat. 김라일리),456030,3,5759,12,슬픔,2022-03-31 14:31:33
32233447,Family (with Kygo),461177,4,5330,2,행복해요,2021-06-08 12:07:54
32235310,십이월 이십오일의 고백,466884,32,5711,2,편안해요,2022-03-17 14:48:33
32243275,310,463855,7,5330,2,행복해요,2021-06-08 12:07:54
32252597,moon,460784,15,5766,12,신남,2022-03-31 14:31:33
32254877,원하고 원망하죠,465077,50,5711,2,편안해요,2022-03-17 14:48:33
32272367,Teenage Fever,456141,4,5762,12,불안,2022-03-31 14:31:33
32273317,Don't Leave Me Alone (feat. Anne-Marie),461177,18,5330,2,행복해요,2021-06-08 12:07:54
32273582,Psycho,459133,16,5330,2,행복해요,2021-06-08 12:07:54
32273590,음파음파 (Umpah Umpah),459133,24,5330,2,행복해요,2021-06-08 12:07:54
32275118,우리 둘 사이로,456440,6,5759,12,슬픔,2022-03-31 14:31:33
32281725,오갓!,456143,17,5762,12,불안,2022-03-31 14:31:33
32281728,릿,456109,15,5762,12,불안,2022-03-31 14:31:33
32282879,퇴사,487508,4,5322,2,화나요,2021-06-08 12:07:54
32316819,비 (Vocal 기다온),456030,14,5759,12,슬픔,2022-03-31 14:31:33
32323789,게임,455284,3,5711,2,편안해요,2022-03-17 14:48:33
32323801,게임(MR),455284,10,5330,2,행복해요,2021-06-08 12:07:54
32334449,Boys from the mud,456143,18,5762,12,불안,2022-03-31 14:31:33
32341966,ALL TO YOU (feat. Kiana Ledé),456109,9,5762,12,불안,2022-03-31 14:31:33
32343295,너에게 간다,456402,7,5759,12,슬픔,2022-03-31 14:31:33
32358035,Teenage in Closet (Feat. JAMIE),463855,32,5330,2,행복해요,2021-06-08 12:07:54
32358039,나는 과연 너를,460784,6,5766,12,신남,2022-03-31 14:31:33
32363435,나 믿기지 않아,455995,7,5759,12,슬픔,2022-03-31 14:31:33
32363738,Junk,467742,10,5766,12,신남,2022-03-31 14:31:33
32364000,둘만의 세상으로 가,489034,2,5322,2,화나요,2021-06-08 12:07:54
32364101,반복,463855,23,5330,2,행복해요,2021-06-08 12:07:54
32377902,칵테일 사랑,465077,51,5711,2,편안해요,2022-03-17 14:48:33
32399824,Jamais Vu,154837,22,5322,2,화나요,2021-06-08 12:07:54
32399825,Dionysus,468779,19,5766,12,신남,2022-03-31 14:31:33
32399836,Respect,154837,1,5322,2,화나요,2021-06-08 12:07:54
32400835,사랑의 인사,465077,52,5711,2,편안해요,2022-03-17 14:48:33
32411220,PAY DAY (Prod. GRAY) (Inst.),456143,16,5762,12,불안,2022-03-31 14:31:33
32420897,퇴사할까요 (그것은 당신을 위해 어쩔 수 없는 일),487508,6,5322,2,화나요,2021-06-08 12:07:54
32422337,라라라,465077,53,5711,2,편안해요,2022-03-17 14:48:33
32422482,She's mine (Feat. ASH ISLAND) (Prod. TOIL),456109,13,5762,12,불안,2022-03-31 14:31:33
32441006,그대여 그대여 나의 그대여,456422,17,5711,2,편안해요,2022-03-17 14:48:33
32442626,내 입맛 (Feat. ZICO),472220,16,5766,12,신남,2022-03-31 14:31:33
32442878,너에게 난 나에게 넌,465077,54,5711,2,편안해요,2022-03-17 14:48:33
32442879,버스 안에서,465077,55,5711,2,편안해요,2022-03-17 14:48:33
32456033,더 게임 : 0시를 향하여,455284,18,5711,2,편안해요,2022-03-17 14:48:33
32464070,꿈속에서 널,456440,5,5759,12,슬픔,2022-03-31 14:31:33
32475349,잊었니…,456401,9,5759,12,슬픔,2022-03-31 14:31:33
32475351,Walk,456422,13,5711,2,편안해요,2022-03-17 14:48:33
32476250,좋은 밤 좋은 꿈,489034,4,5322,2,화나요,2021-06-08 12:07:54
32479576,GONE (Feat. Paloalto) (Prod. TOIL),463855,22,5330,2,행복해요,2021-06-08 12:07:54
32479622,투 머치 (too much),456141,8,5762,12,불안,2022-03-31 14:31:33
32482636,고강동,456757,15,5762,12,불안,2022-03-31 14:31:33
32486613,처음처럼,466884,114,5711,2,편안해요,2022-03-17 14:48:33
32491274,아로하,466884,36,5711,2,편안해요,2022-03-17 14:48:33
32493761,어제처럼,456401,14,5759,12,슬픔,2022-03-31 14:31:33
32502023,뭔가 잘못됐어,470312,6,5711,2,편안해요,2022-03-17 14:48:33
32506464,고백,466884,78,5711,2,편안해요,2022-03-17 14:48:33
32508053,이제 나만 믿어요,466884,62,5711,2,편안해요,2022-03-17 14:48:33
32508146,화려하지 않은 고백,466884,146,5711,2,편안해요,2022-03-17 14:48:33
32517301,GOAT ft.버벌진트,456109,4,5762,12,불안,2022-03-31 14:31:33
32519127,피에스타,456427,17,5762,12,불안,2022-03-31 14:31:33
32535560,Freedom,461177,13,5330,2,행복해요,2021-06-08 12:07:54
32539996,Instagrammer Girl,456109,12,5762,12,불안,2022-03-31 14:31:33
32550257,인형,455966,20,5762,12,불안,2022-03-31 14:31:33
32550314,우리 만남이,489238,6,5322,2,화나요,2021-06-08 12:07:54
32556367,아직 너를 미워해,456375,5,5759,12,슬픔,2022-03-31 14:31:33
32559781,살짝 설렜어 (Nonstop),459133,14,5330,2,행복해요,2021-06-08 12:07:54
32559782,Dolphin,459133,10,5330,2,행복해요,2021-06-08 12:07:54
32559783,꽃차 (Flower Tea),456402,1,5759,12,슬픔,2022-03-31 14:31:33
32559785,Krystal,456402,19,5759,12,슬픔,2022-03-31 14:31:33
32559844,나는 싫어,456030,17,5759,12,슬픔,2022-03-31 14:31:33
32561690,내 눈물 모아,455995,4,5759,12,슬픔,2022-03-31 14:31:33
32566897,사장님 도박은 재미로 하셔야 합니다,463855,27,5330,2,행복해요,2021-06-08 12:07:54
32568541,그때의 우리 (Feat. 이하늘),456757,3,5762,12,불안,2022-03-31 14:31:33
32569985,퇴사,487508,5,5322,2,화나요,2021-06-08 12:07:54
32570501,서면역에서,466884,66,5711,2,편안해요,2022-03-17 14:48:33
32578498,에잇(Prod.&Feat. SUGA of BTS),363115,15,5330,2,행복해요,2021-06-08 12:07:54
32581667,그냥,456143,5,5762,12,불안,2022-03-31 14:31:33
32600543,I Was a Boom Bap Kid,472220,19,5766,12,신남,2022-03-31 14:31:33
32604861,Webster B,456109,14,5762,12,불안,2022-03-31 14:31:33
32626719,살아가는 거야,456375,4,5759,12,슬픔,2022-03-31 14:31:33
32632368,夜に駆ける,466008,10,5711,2,편안해요,2022-03-17 14:48:33
32647505,나는 이영지,456141,14,5762,12,불안,2022-03-31 14:31:33
32676501,현주소 (629-6),456141,13,5762,12,불안,2022-03-31 14:31:33
32689405,언제라도 어디에서라도,456334,14,5759,12,슬픔,2022-03-31 14:31:33
32706488,RUN,456141,5,5762,12,불안,2022-03-31 14:31:33
32710775,눈부신 날의 고백 (Feat. 이하늘),456757,1,5762,12,불안,2022-03-31 14:31:33
32722282,트월킹 (Feat. 라비(RAVI)),464556,6,5766,12,신남,2022-03-31 14:31:33
32729800,미란아,456109,11,5762,12,불안,2022-03-31 14:31:33
32734375,No you can't,456133,1,5762,12,불안,2022-03-31 14:31:33
32742805,잘 됐으면 해 (2020),456333,6,5759,12,슬픔,2022-03-31 14:31:33
32755557,우주비행 (Feat. Chan),463855,4,5330,2,행복해요,2021-06-08 12:07:54
32757854,잔소리 (goodforyou) (Feat. ASH ISLAND),472220,8,5766,12,신남,2022-03-31 14:31:33
32776088,たぶん,466008,11,5711,2,편안해요,2022-03-17 14:48:33
32777869,거짓말이라도 해서 널 보고싶어,456198,16,5759,12,슬픔,2022-03-31 14:31:33
32778837,불 좀 꺼줄래,466884,45,5711,2,편안해요,2022-03-17 14:48:33
32790288,바다,455966,16,5762,12,불안,2022-03-31 14:31:33
32794652,취기를 빌려 (취향저격 그녀 X 산들),466884,18,5711,2,편안해요,2022-03-17 14:48:33
32799210,남아있어,489034,15,5322,2,화나요,2021-06-08 12:07:54
32812198,Mad at Disney,493585,4,5322,2,화나요,2021-06-08 12:07:54
32823088,On and On,456715,14,5330,2,행복해요,2021-06-08 12:07:54
32825457,Numb,455981,14,5762,12,불안,2022-03-31 14:31:33
32833393,덤디덤디 (DUMDi DUMDi),459133,25,5330,2,행복해요,2021-06-08 12:07:54
32846393,아틀란티스 소녀 (Atlantis Princess),459133,28,5330,2,행복해요,2021-06-08 12:07:54
32860420,Don’t Give A What,456206,4,5766,12,신남,2022-03-31 14:31:33
32860422,iD,455966,18,5762,12,불안,2022-03-31 14:31:33
32871975,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),466884,147,5711,2,편안해요,2022-03-17 14:48:33
32872978,Dynamite,456828,4,5330,2,행복해요,2021-06-08 12:07:54
32874183,GOAT,456143,4,5762,12,불안,2022-03-31 14:31:33
32874185,Waves room skit,456109,18,5762,12,불안,2022-03-31 14:31:33
32875172,디스코 코믹 긴장 게임 bgm,455284,19,5711,2,편안해요,2022-03-17 14:48:33
32880608,미식축구,456427,2,5762,12,불안,2022-03-31 14:31:33
32897058,도착,466118,13,5766,12,신남,2022-03-31 14:31:33
32899050,그대 행복해야 해요,456401,5,5759,12,슬픔,2022-03-31 14:31:33
32900010,9월의 봄,456107,12,5759,12,슬픔,2022-03-31 14:31:33
32902881,밤새 (취향저격 그녀 X 카더가든),456375,13,5759,12,슬픔,2022-03-31 14:31:33
32907453,자각몽 (Abracadabra),455966,17,5762,12,불안,2022-03-31 14:31:33
32907454,End Of Story,456657,4,5762,12,불안,2022-03-31 14:31:33
32915886,축하해 (Prod. By VAN.C),463855,20,5330,2,행복해요,2021-06-08 12:07:54
32930873,Last Song,455981,5,5762,12,불안,2022-03-31 14:31:33
32954912,그렇게 넌 내게 빛나,456440,3,5759,12,슬픔,2022-03-31 14:31:33
32955268,Cliche,456141,9,5762,12,불안,2022-03-31 14:31:33
32957900,사랑한다 말해도,455052,6,5711,2,편안해요,2022-03-17 14:48:33
32957917,"Come Back (Feat. Leellamarz, Hash Swan, Skinny Brown)",460784,3,5766,12,신남,2022-03-31 14:31:33
32962258,Savage Love (Laxed - Siren Beat) (BTS Remix),159735,1,5322,2,화나요,2021-06-08 12:07:54
32977433,소개팅 날,466884,79,5711,2,편안해요,2022-03-17 14:48:33
32986152,Marry Me,466884,27,5711,2,편안해요,2022-03-17 14:48:33
32987479,면회실,456133,17,5762,12,불안,2022-03-31 14:31:33
32993985,한국 (Remastered Ver.),456427,18,5762,12,불안,2022-03-31 14:31:33
32996475,도레미,466118,10,5766,12,신남,2022-03-31 14:31:33
32998018,힘든 건 사랑이 아니다,466884,24,5711,2,편안해요,2022-03-17 14:48:33
32998020,소확행,466884,23,5711,2,편안해요,2022-03-17 14:48:33
32999763,놓아줘 (with 태연),489034,5,5322,2,화나요,2021-06-08 12:07:54
33007441,피어나:開花,456440,9,5759,12,슬픔,2022-03-31 14:31:33
33010630,누군가의 마음이 되면,470312,1,5711,2,편안해요,2022-03-17 14:48:33
33011180,나랑 같이 걸을래 (바른연애 길잡이 X 적재),456334,20,5759,12,슬픔,2022-03-31 14:31:33
33012877,G+Jus Freestyle (Prod. GroovyRoom),466008,16,5711,2,편안해요,2022-03-17 14:48:33
33016660,HELL IN HEAVEN,455966,14,5762,12,불안,2022-03-31 14:31:33
33027823,"Nomad (Feat. sokodomo, 염따 & Ugly Duck)",466118,16,5766,12,신남,2022-03-31 14:31:33
33029108,Love and a boy,456133,12,5762,12,불안,2022-03-31 14:31:33
33029110,Ok man (Feat. BOBBY),468779,12,5766,12,신남,2022-03-31 14:31:33
33029793,minimal warm (취향저격 그녀 X 찬열 (CHANYEOL)),466884,148,5711,2,편안해요,2022-03-17 14:48:33
33043504,가을밤에 든 생각,463855,6,5330,2,행복해요,2021-06-08 12:07:54
33045720,우린 자정을 넘어,489034,6,5322,2,화나요,2021-06-08 12:07:54
33061680,광장동에서,456109,2,5762,12,불안,2022-03-31 14:31:33
33061995,밤하늘의 별을(2020),456828,5,5330,2,행복해요,2021-06-08 12:07:54
33064133,사라진 모든 것들에게(with ELLE KOREA),463855,17,5330,2,행복해요,2021-06-08 12:07:54
33067476,Black Mamba,459133,13,5330,2,행복해요,2021-06-08 12:07:54
33077588,원해 (Feat. 팔로알토) (Prod. 코드 쿤스트),456091,14,5762,12,불안,2022-03-31 14:31:33
33077589,"윈윈 (Feat. 개코, BewhY) (Prod. BewhY)",464453,6,5766,12,신남,2022-03-31 14:31:33
33077590,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),468779,8,5766,12,신남,2022-03-31 14:31:33
33077591,Freak (Prod. Slom),456091,19,5762,12,불안,2022-03-31 14:31:33
33081275,Body,455981,8,5762,12,불안,2022-03-31 14:31:33
33082577,태양계,470312,4,5711,2,편안해요,2022-03-17 14:48:33
33099359,우리 시간은 서로를 간직하면 돼,456030,2,5759,12,슬픔,2022-03-31 14:31:33
33107651,전부 다 주지말걸,466884,67,5711,2,편안해요,2022-03-17 14:48:33
33115806,뿌리 (Feat. JUSTHIS) (Prod. GroovyRoom),456091,12,5762,12,불안,2022-03-31 14:31:33
33129708,뻔한남자,466884,5,5711,2,편안해요,2022-03-17 14:48:33
33133804,악역 (Feat. 이하이 & 사이먼 도미닉) (Prod. 코드 쿤스트),456091,10,5762,12,불안,2022-03-31 14:31:33
33150800,Money over Love (feat. 베이니플),456141,11,5762,12,불안,2022-03-31 14:31:33
33150994,"여백의 미 (Feat. Jessi, JUSTHIS) (Prod. GroovyRoom)",456091,5,5762,12,불안,2022-03-31 14:31:33
33150996,"Yay (Feat. 이영지, JAMIE (제이미) & 팔로알토) (Prod. 코드 쿤스트)",456143,1,5762,12,불안,2022-03-31 14:31:33
33161256,거리에서,467710,9,5711,2,편안해요,2022-03-17 14:48:33
33161261,나의 노래,467710,10,5711,2,편안해요,2022-03-17 14:48:33
33161306,걱정말아요 그대,466884,50,5711,2,편안해요,2022-03-17 14:48:33
33161711,G+Jus Freestyle (Inst.) (Prod. GroovyRoom),466008,15,5711,2,편안해요,2022-03-17 14:48:33
33161712,원해 (Inst.) (Prod. 코드 쿤스트),468779,6,5766,12,신남,2022-03-31 14:31:33
33161714,VVS (Inst.) (Prod. GroovyRoom),468779,17,5766,12,신남,2022-03-31 14:31:33
33161724,부어라 비워라 (Tricker) (Inst.) (Prod. GroovyRoom),455981,6,5762,12,불안,2022-03-31 14:31:33
33161727,고독하구만 (Inst.) (Prod. GroovyRoom),464453,9,5766,12,신남,2022-03-31 14:31:33
33170813,IDNY (Feat. Skinny Brown),456091,7,5762,12,불안,2022-03-31 14:31:33
33177639,첫사랑 (feat.SOLE(쏠)),456334,11,5759,12,슬픔,2022-03-31 14:31:33
33193810,MOON,493585,17,5322,2,화나요,2021-06-08 12:07:54
33210569,기억해줘요 이런 내 마음을 (바니와 오빠들 X 솔지),456422,7,5711,2,편안해요,2022-03-17 14:48:33
33211042,괜찮아,456334,10,5759,12,슬픔,2022-03-31 14:31:33
33214853,바다에 누워,456375,2,5759,12,슬픔,2022-03-31 14:31:33
33228700,사랑.. 그 놈,466884,1,5711,2,편안해요,2022-03-17 14:48:33
33229062,stay,456091,18,5762,12,불안,2022-03-31 14:31:33
33229299,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),466884,70,5711,2,편안해요,2022-03-17 14:48:33
33239419,Celebrity,456828,6,5330,2,행복해요,2021-06-08 12:07:54
33248070,4 Harsh Carls,456091,3,5762,12,불안,2022-03-31 14:31:33
33248390,all of my life,466884,2,5711,2,편안해요,2022-03-17 14:48:33
33248758,추억은 만남보다 이별에 남아,466884,17,5711,2,편안해요,2022-03-17 14:48:33
33267210,뜨거운 여름밤은 가고 남은건 볼품 없지만,470312,16,5711,2,편안해요,2022-03-17 14:48:33
